"user_id","signup_at","trial_optin_at","trial_retention_at"
"5f199cabd32d7a00101bfdb6","2020-07-23 14:20:27","2020-07-23 14:21:13.081","2020-08-20 09:35:58"
"5f1b22fcd32d7a000d353f43","2020-07-24 18:05:49","2020-07-24 18:07:15.839","2020-08-15 10:44:02"
"5f1be97ad32d7a000c086aa9","2020-07-25 08:12:42","2020-07-25 08:14:24.465","2020-09-10 18:04:36"
"5f1ca5b5d32d7a000dd748d9","2020-07-25 21:35:49","2020-07-25 21:36:58.28","2020-08-24 22:36:56"
"5f1ed34dd32d7a000d9ac55e","2020-07-27 13:14:53","2020-07-27 13:15:54.194","2020-08-20 17:30:02"
"5f21afbdd32d7a0010540aef","2020-07-29 17:19:57","2020-07-29 17:23:40.919","2020-09-10 11:06:33"
"5f222133d32d7a0011764a9f","2020-07-30 01:24:03","2020-07-30 01:24:47.42","2020-08-26 22:15:48"
"5f22c2ccd32d7a000d231dcd","2020-07-30 12:53:32","2020-07-30 12:54:01.832","2020-08-26 23:15:42"
"5f241eefd32d7a00102a68bf","2020-07-31 13:38:55","2020-07-31 13:39:59.647","2020-08-17 18:03:34"
"5f24f189d32d7a0011354c32","2020-08-01 04:37:29","2020-08-01 04:38:10.764","2020-08-15 04:38:08"
"5f252609d32d7a000de829cb","2020-08-01 08:21:29","2020-08-01 08:22:06.328","2020-08-15 08:22:03"
"5f2591ced32d7a00142aca36","2020-08-01 16:01:18","2020-08-01 17:22:25.402","2020-08-15 17:22:17"
"5f25d28ad32d7a0015383539","2020-08-01 20:37:30","2020-08-01 20:38:21.989","2020-08-15 20:38:19"
"5f26711cd32d7a00102c423a","2020-08-02 07:54:04","2020-08-02 10:56:56.714","2020-08-16 10:56:54"
"5f2700d0d32d7a0010970bac","2020-08-02 18:07:12","2020-08-02 18:08:09.184","2020-08-24 23:42:55"
"5f276a56d32d7a000de68145","2020-08-03 01:37:26","2020-08-03 01:38:47.758","2020-08-17 01:38:45"
"5f276d56d32d7a0010973011","2020-08-03 01:50:14","2020-08-03 01:51:19.057","2020-08-17 01:51:13"
"5f27f4fbd32d7a0015c4c91f","2020-08-03 11:28:59","2020-08-03 11:32:49.468","2020-08-17 11:32:46"
"5f288298d32d7a00109786df","2020-08-03 21:33:13","2020-08-03 21:35:37.762","2020-08-17 23:40:04"
"5f28980bd32d7a0015c4fe93","2020-08-03 23:04:43","2020-08-03 23:05:27.836","2020-08-19 01:13:59"
"5f28e893d32d7a000de9554f","2020-08-04 04:48:19","2020-08-04 04:49:03.692","2020-08-19 21:35:01"
"5f2919d6d32d7a0015c520e3","2020-08-04 08:18:30","2020-08-04 08:19:38.303","2020-08-18 08:19:31"
"5f292127d32d7a0015454bcc","2020-08-04 08:49:43","2020-08-04 08:52:07.356","2020-08-18 10:56:43"
"5f2951d4d32d7a001125a073","2020-08-04 12:17:24","2020-08-04 12:18:06.043","2020-08-18 12:17:59"
"5f29cef7d32d7a0014082737","2020-08-04 21:11:19","2020-08-04 21:12:40.268","2020-08-18 21:12:37"
"5f29dfe3d32d7a000dc65b23","2020-08-04 22:23:31","2020-08-04 22:27:08.288","2020-08-19 00:31:55"
"5f2a9c6cd32d7a00157d26f9","2020-08-05 11:47:56","2020-08-05 11:49:48.419","2020-08-19 11:49:45"
"5f2af62dd32d7a000d6ebca1","2020-08-05 18:10:53","2020-08-05 18:12:20.473","2020-08-19 18:12:17"
"5f2b081ad32d7a0011fb88ed","2020-08-05 19:27:22","2020-08-05 19:31:15.604","2020-08-19 19:31:12"
"5f2b13edd32d7a00156ec439","2020-08-05 20:17:49","2020-08-05 20:20:03.514","2020-08-19 20:20:00"
"5f2b4ff4d32d7a0011e5b044","2020-08-06 00:33:56","2020-08-06 00:34:50.837","2020-08-20 00:34:48"
"5f2bec1ad32d7a0015c78237","2020-08-06 11:40:10","2020-08-06 11:41:10.235","2020-08-20 11:41:08"
"5f2bf608d32d7a000d314ed3","2020-08-06 12:22:32","2020-08-06 12:26:03.233","2020-08-20 14:30:14"
"5f2c0505d32d7a000d74a50e","2020-08-06 13:26:29","2020-08-06 13:29:21.35","2020-08-20 15:32:48"
"5f2c20f8d32d7a000c7c40d1","2020-08-06 15:25:44","2020-08-06 15:26:40.216","2020-08-26 19:08:49"
"5f2c3c9bd32d7a001011b704","2020-08-06 17:23:39","2020-08-06 17:24:08.138","2020-08-20 17:24:06"
"5f2c5f8ad32d7a001422c92f","2020-08-06 19:52:42","2020-08-06 20:08:37.117","2020-08-18 13:01:28"
"5f2c6f13d32d7a0010aa810f","2020-08-06 20:58:59","2020-08-06 20:59:46.711","2020-08-20 20:59:41"
"5f2cb874d32d7a0010aa9b48","2020-08-07 02:12:04","2020-08-07 02:12:53.705","2020-08-21 02:12:50"
"5f2cdcc7d32d7a000d5432da","2020-08-07 04:47:03","2020-08-07 04:49:38.558","2020-08-21 04:49:34"
"5f2cf26dd32d7a00107b4c9a","2020-08-07 06:19:25","2020-08-07 06:21:53.498","2020-08-21 06:21:50"
"5f2cfd1cd32d7a0015af8c20","2020-08-07 07:05:00","2020-08-07 07:06:08.564","2020-08-21 07:06:06"
"5f2d3753d32d7a0010847722","2020-08-07 11:13:23","2020-08-07 11:14:28.763","2020-08-19 19:14:52"
"5f2d9156d32d7a0011accb70","2020-08-07 17:37:26","2020-08-07 17:37:47.417","2020-08-21 17:37:45"
"5f2da798d32d7a000d105486","2020-08-07 19:12:24","2020-08-07 19:14:57.112","2020-08-27 16:19:41"
"5f2dcad6d32d7a0015acd9df","2020-08-07 21:42:46","2020-08-07 21:43:17.371","2020-08-21 21:43:11"
"5f2dd101d32d7a001484a82b","2020-08-07 22:09:05","2020-08-07 22:10:25.425","2020-08-15 00:14:46"
"5f2dec19d32d7a000c82d77a","2020-08-08 00:04:41","2020-08-08 00:06:23.225","2020-08-22 00:06:20"
"5f2df61fd32d7a00147b501e","2020-08-08 00:47:27","2020-08-08 00:47:56.444","2020-08-15 00:47:54"
"5f2dfa9bd32d7a00147b5147","2020-08-08 01:06:35","2020-08-08 01:36:16.89","2020-08-20 04:40:23"
"5f2e0ea1d32d7a001084afd8","2020-08-08 02:32:01","2020-08-08 02:39:35.742","2020-08-15 03:44:34"
"5f2e13fbd32d7a000d5fa9b7","2020-08-08 02:54:51","2020-08-08 02:55:38.75","2020-08-15 02:55:35"
"5f2e1479d32d7a001052256e","2020-08-08 02:56:57","2020-08-08 02:57:50.368","2020-08-15 04:02:47"
"5f2e2595d32d7a00155fb09d","2020-08-08 04:09:57","2020-08-08 04:10:45.245","2020-08-15 04:10:42"
"5f2e375fd32d7a0015eeddcb","2020-08-08 05:25:51","2020-08-08 05:26:31.794","2020-08-15 05:26:26"
"5f2e3b9bd32d7a0010c62756","2020-08-08 05:43:55","2020-08-08 05:44:21.987","2020-08-15 05:44:20"
"5f2e41e3d32d7a0015107e14","2020-08-08 06:10:43","2020-08-08 06:11:51.158","2020-08-15 07:16:49"
"5f2e45d3d32d7a000d107c20","2020-08-08 06:27:31","2020-08-08 06:28:58.465","2020-08-15 07:33:53"
"5f2e52edd32d7a000cc639c7","2020-08-08 07:23:25","2020-08-08 07:24:57.312","2020-08-15 07:24:51"
"5f2e5a4ad32d7a000d5fbb3a","2020-08-08 07:54:50","2020-08-08 07:55:47.156","2020-08-15 09:00:44"
"5f2e5f1fd32d7a000dad0817","2020-08-08 08:15:27","2020-08-08 08:24:07.151","2020-08-15 08:24:03"
"5f2e66ead32d7a00107dd35b","2020-08-08 08:48:42","2020-08-08 08:50:57.858","2020-08-15 08:50:52"
"5f2e68efd32d7a0010c63619","2020-08-08 08:57:20","2020-08-08 08:57:43.784","2020-08-22 08:57:41"
"5f2e6c79d32d7a000cb1d1d1","2020-08-08 09:12:25","2020-08-08 09:13:22.357","2020-08-15 10:18:20"
"5f2e79b9d32d7a000c524c0b","2020-08-08 10:08:57","2020-08-08 10:10:19.86","2020-08-15 10:10:17"
"5f2e8153d32d7a000c524e8d","2020-08-08 10:41:23","2020-08-08 10:42:09.86","2020-08-15 10:42:08"
"5f2e8798d32d7a00111094d5","2020-08-08 11:08:08","2020-08-08 11:09:06.654","2020-08-22 11:09:04"
"5f2e8feed32d7a0015ad083c","2020-08-08 11:43:43","2020-08-08 11:47:15.672","2020-08-15 11:47:12"
"5f2e943dd32d7a0010524662","2020-08-08 12:02:05","2020-08-08 12:04:32.645","2020-08-15 13:09:29"
"5f2e95cdd32d7a0010c64772","2020-08-08 12:08:45","2020-08-08 12:09:41.935","2020-08-15 13:14:40"
"5f2e9768d32d7a000dcf5f43","2020-08-08 12:15:36","2020-08-08 12:16:14.80","2020-08-22 12:16:13"
"5f2e993bd32d7a000c525646","2020-08-08 12:23:23","2020-08-08 12:29:53.969","2020-08-15 12:29:50"
"5f2e9aded32d7a0011eeff24","2020-08-08 12:30:22","2020-08-08 12:33:47.114","2020-08-15 12:33:45"
"5f2ea4a6d32d7a000c7de9e8","2020-08-08 13:12:06","2020-08-08 13:12:47.684","2020-08-22 13:12:44"
"5f2ea4b5d32d7a0010c64b9e","2020-08-08 13:12:21","2020-08-08 13:12:55.023","2020-08-15 13:12:51"
"5f2ea598d32d7a000d5fd301","2020-08-08 13:16:08","2020-08-08 13:16:37.594","2020-08-15 13:16:35"
"5f2eb030d32d7a0014c64fd3","2020-08-08 14:01:20","2020-08-08 14:02:55.457","2020-08-15 14:02:49"
"5f2eb275d32d7a000dad1e73","2020-08-08 14:11:02","2020-08-08 14:29:11.953","2020-08-15 15:34:10"
"5f2eb35ad32d7a001510a5e4","2020-08-08 14:14:50","2020-08-08 14:15:58.972","2020-08-15 15:20:55"
"5f2eb3fcd32d7a0011ef0729","2020-08-08 14:17:32","2020-08-08 14:18:20.024","2020-08-15 14:18:16"
"5f2eb870d32d7a0011cf68e9","2020-08-08 14:36:32","2020-08-08 14:37:17.392","2020-08-15 14:37:06"
"5f2eb982d32d7a001510a86a","2020-08-08 14:41:06","2020-08-08 14:42:00.681","2020-08-15 14:41:56"
"5f2eb984d32d7a00107b8234","2020-08-08 14:41:08","2020-08-08 14:41:49.562","2020-08-15 14:41:47"
"5f2eba49d32d7a00155fe195","2020-08-08 14:44:25","2020-08-08 14:53:30.653","2020-08-15 14:53:25"
"5f2ec507d32d7a001110a8af","2020-08-08 15:30:15","2020-08-08 15:30:43.285","2020-08-15 15:30:40"
"5f2eca58d32d7a001100734d","2020-08-08 15:52:57","2020-08-08 16:13:12.439","2020-08-15 17:18:09"
"5f2ed2a5d32d7a00111a865f","2020-08-08 16:28:21","2020-08-08 16:29:48.458","2020-08-15 17:34:46"
"5f2ed2b9d32d7a000c7b9bd3","2020-08-08 16:28:41","2020-08-08 16:37:53.12","2020-08-15 16:37:51"
"5f2ed4a2d32d7a000c7df734","2020-08-08 16:36:50","2020-08-08 16:38:58.358","2020-08-15 17:43:51"
"5f2eec65d32d7a0010c6615a","2020-08-08 18:18:13","2020-08-08 18:19:11.739","2020-08-15 18:19:06"
"5f2ef226d32d7a00155feefd","2020-08-08 18:42:46","2020-08-08 18:44:38.60","2020-08-15 18:44:34"
"5f2ef2bcd32d7a000def161a","2020-08-08 18:45:16","2020-08-08 18:54:03.069","2020-08-15 19:58:59"
"5f2f10cdd32d7a001066a1b5","2020-08-08 20:53:33","2020-08-08 20:57:56.988","2020-08-15 20:57:54"
"5f2f18f5d32d7a00147e06b2","2020-08-08 21:28:21","2020-08-08 21:35:09.195","2020-08-15 22:40:04"
"5f2f1993d32d7a000c7bb1ee","2020-08-08 21:30:59","2020-08-08 21:31:45.43","2020-08-15 21:31:41"
"5f2f1a9ad32d7a00107e0a7d","2020-08-08 21:35:22","2020-08-08 21:35:45.318","2020-08-15 21:35:43"
"5f2f22f9d32d7a001466adeb","2020-08-08 22:11:05","2020-08-08 22:38:04.625","2020-08-15 22:38:01"
"5f2f241bd32d7a001110c57e","2020-08-08 22:15:55","2020-08-08 22:31:56.15","2020-08-15 23:36:52"
"5f2f389dd32d7a0011cf8883","2020-08-08 23:43:25","2020-08-08 23:44:01.637","2020-08-15 23:43:59"
"5f2f4380d32d7a0014c67b0b","2020-08-09 00:29:52","2020-08-09 00:30:44.917","2020-08-16 00:30:40"
"5f2f454fd32d7a0014c67ba0","2020-08-09 00:37:35","2020-08-09 00:38:06.479","2020-08-16 01:42:59"
"5f2f4aecd32d7a0011ad572a","2020-08-09 01:01:32","2020-08-09 01:01:54.896","2020-08-16 01:01:53"
"5f2f4eded32d7a000c66be9e","2020-08-09 01:18:22","2020-08-09 01:19:12.598","2020-08-23 01:19:09"
"5f2f5807d32d7a000d6004b0","2020-08-09 01:57:27","2020-08-09 02:00:00.377","2020-08-16 01:59:54"
"5f2f5ce2d32d7a000c7e1ebb","2020-08-09 02:18:10","2020-08-09 02:20:31.393","2020-08-16 02:20:27"
"5f2f6746d32d7a0015ef334f","2020-08-09 03:02:30","2020-08-09 03:13:03.063","2020-08-16 05:15:24"
"5f2f6f96d32d7a001510d82f","2020-08-09 03:37:58","2020-08-09 03:39:35.815","2020-08-16 03:39:33"
"5f2f8334d32d7a000c362de9","2020-08-09 05:01:41","2020-08-09 05:02:44.087","2020-08-16 05:02:39"
"5f2f8f81d32d7a00147e214c","2020-08-09 05:54:09","2020-08-09 05:54:42.085","2020-08-16 05:54:33"
"5f2f97e2d32d7a000c529973","2020-08-09 06:29:54","2020-08-09 06:30:23.262","2020-08-16 06:30:20"
"5f2fa375d32d7a00106038d6","2020-08-09 07:19:17","2020-08-09 07:24:27.306","2020-08-16 07:24:25"
"5f2faa9ed32d7a0014603e76","2020-08-09 07:49:50","2020-08-09 07:50:54.64","2020-08-23 07:50:52"
"5f2faf0bd32d7a000dcfa9f4","2020-08-09 08:08:43","2020-08-09 08:10:48.065","2020-08-16 09:15:45"
"5f2fb247d32d7a001460416d","2020-08-09 08:22:31","2020-08-09 08:23:21.272","2020-08-16 08:23:18"
"5f2fb6c8d32d7a000c7bd692","2020-08-09 08:41:44","2020-08-09 08:49:47.41","2020-08-23 08:49:44"
"5f2fc405d32d7a000cc69e31","2020-08-09 09:38:13","2020-08-09 09:39:32.528","2020-08-23 09:39:30"
"5f2fc845d32d7a0010529760","2020-08-09 09:56:21","2020-08-09 09:57:03.668","2020-08-16 09:56:58"
"5f2fd65ed32d7a0015ef531d","2020-08-09 10:56:30","2020-08-09 10:57:15.115","2020-08-23 10:57:12"
"5f2fda95d32d7a000c52ae8b","2020-08-09 11:14:29","2020-08-09 11:14:56.112","2020-08-16 11:14:54"
"5f2fdfdfd32d7a000c66e431","2020-08-09 11:37:03","2020-08-09 11:37:39.269","2020-08-17 14:17:33"
"5f2fe3d7d32d7a000c1b8bd8","2020-08-09 11:53:59","2020-08-09 11:55:45.821","2020-08-16 11:55:40"
"5f2fea08d32d7a000d10f4d5","2020-08-09 12:20:24","2020-08-09 12:21:05.063","2020-08-16 12:20:59"
"5f2ff118d32d7a000cc6ae5d","2020-08-09 12:50:32","2020-08-09 12:51:43.335","2020-08-16 12:51:39"
"5f2ff2c0d32d7a0010c6a952","2020-08-09 12:57:36","2020-08-09 12:58:07.902","2020-08-16 12:58:06"
"5f2ff83bd32d7a001466e4cb","2020-08-09 13:20:59","2020-08-09 13:22:19.336","2020-08-16 13:22:17"
"5f2ffcb9d32d7a00106056b4","2020-08-09 13:40:09","2020-08-09 13:41:19.303","2020-08-16 13:41:15"
"5f2fff9ed32d7a0014c6b716","2020-08-09 13:52:30","2020-08-09 13:53:03.879","2020-08-16 13:53:00"
"5f300bf0d32d7a000c1b9c57","2020-08-09 14:45:04","2020-08-09 14:45:57.789","2020-08-16 15:50:54"
"5f30145ad32d7a0014190ef9","2020-08-09 15:20:58","2020-08-09 15:21:45.642","2020-08-16 15:21:43"
"5f30333cd32d7a0010c6b99d","2020-08-09 17:32:44","2020-08-09 17:33:47.764","2020-08-16 17:33:45"
"5f303db4d32d7a0015ad830b","2020-08-09 18:17:24","2020-08-09 18:17:57.318","2020-08-16 18:17:55"
"5f303fced32d7a00106702a0","2020-08-09 18:26:22","2020-08-09 18:27:54.128","2020-08-16 19:32:51"
"5f3040a8d32d7a000d110f5f","2020-08-09 18:30:00","2020-08-09 18:34:21.719","2020-08-16 20:38:59"
"5f3045a0d32d7a000c7c0429","2020-08-09 18:51:12","2020-08-09 18:52:28.722","2020-08-16 18:52:26"
"5f304978d32d7a0011ef776e","2020-08-09 19:07:36","2020-08-09 19:08:10.65","2020-08-16 19:08:03"
"5f304c4bd32d7a0011111adf","2020-08-09 19:19:39","2020-08-09 19:59:53.601","2020-08-16 19:59:50"
"5f30567bd32d7a0010670924","2020-08-09 20:03:07","2020-08-09 20:07:35.126","2020-08-16 22:10:51"
"5f30573fd32d7a0011ef7c3d","2020-08-09 20:06:23","2020-08-09 20:07:19.391","2020-08-16 20:07:16"
"5f3058d0d32d7a0010c6c3c4","2020-08-09 20:13:04","2020-08-09 20:13:32.309","2020-08-16 20:13:30"
"5f3058e3d32d7a0011ada517","2020-08-09 20:13:23","2020-08-09 20:13:53.282","2020-08-16 20:13:51"
"5f305d55d32d7a0010c6c4cb","2020-08-09 20:32:22","2020-08-09 20:37:14.205","2020-08-16 20:37:12"
"5f306334d32d7a0015cff8bb","2020-08-09 20:57:24","2020-08-09 20:58:20.871","2020-08-16 20:58:19"
"5f306517d32d7a001111253c","2020-08-09 21:05:27","2020-08-09 21:06:57.235","2020-08-16 21:06:54"
"5f307307d32d7a000c192b8f","2020-08-09 22:04:55","2020-08-09 22:05:50.572","2020-08-16 22:05:45"
"5f30751cd32d7a0014c6dc5a","2020-08-09 22:13:48","2020-08-09 22:15:10.346","2020-08-16 22:15:04"
"5f307fc2d32d7a000dcfe803","2020-08-09 22:59:14","2020-08-09 23:02:28.436","2020-08-17 00:07:24"
"5f308416d32d7a00106717b6","2020-08-09 23:17:42","2020-08-09 23:18:28.71","2020-08-16 23:18:26"
"5f30925cd32d7a000c67195c","2020-08-10 00:18:36","2020-08-10 00:19:28.029","2020-08-17 01:24:26"
"5f309a2ed32d7a0010671e3d","2020-08-10 00:51:58","2020-08-10 00:52:47.971","2020-08-17 00:52:46"
"5f30ca77d32d7a0014672341","2020-08-10 04:17:59","2020-08-10 04:18:39.226","2020-08-17 05:23:33"
"5f30cb8fd32d7a001111420f","2020-08-10 04:22:39","2020-08-10 04:24:53.052","2020-08-17 04:24:49"
"5f30cf23d32d7a000cc6fbf6","2020-08-10 04:37:55","2020-08-10 06:01:50.269","2020-08-17 07:06:47"
"5f30e82dd32d7a000e3bed21","2020-08-10 06:24:45","2020-08-10 06:26:12.194","2020-08-17 07:31:07"
"5f30efead32d7a00116d8d0b","2020-08-10 06:57:46","2020-08-10 06:59:18.611","2020-08-17 08:04:16"
"5f30f0ded32d7a00110532c3","2020-08-10 07:01:50","2020-08-10 07:09:12.368","2020-08-24 07:09:09"
"5f30f534d32d7a000c3a48ad","2020-08-10 07:20:20","2020-08-10 07:21:05.177","2020-08-24 07:20:59"
"5f30fe6dd32d7a00110537b1","2020-08-10 07:59:41","2020-08-10 08:00:18.697","2020-08-24 08:00:14"
"5f310b1bd32d7a0014e87711","2020-08-10 08:53:47","2020-08-10 08:55:53.453","2020-08-24 06:52:55"
"5f311152d32d7a00142c2570","2020-08-10 09:20:18","2020-08-10 09:21:23.407","2020-08-17 10:26:22"
"5f312a24d32d7a00156bd06f","2020-08-10 11:06:12","2020-08-10 11:06:44.391","2020-08-17 11:06:42"
"5f312b9cd32d7a000c2c273a","2020-08-10 11:12:28","2020-08-10 11:19:58.162","2020-08-17 12:24:52"
"5f313816d32d7a0010494973","2020-08-10 12:05:42","2020-08-10 12:11:57.075","2020-08-17 12:11:54"
"5f314a1fd32d7a00153ecc65","2020-08-10 13:22:39","2020-08-10 13:23:23.442","2020-08-17 13:23:19"
"5f314d24d32d7a000dac126c","2020-08-10 13:35:32","2020-08-10 13:46:20.033","2020-08-24 13:46:16"
"5f314fe0d32d7a00144950f6","2020-08-10 13:47:12","2020-08-10 13:48:35.255","2020-08-17 14:53:31"
"5f31501cd32d7a00153ecdf0","2020-08-10 13:48:12","2020-08-10 13:50:53.097","2020-08-17 14:55:49"
"5f315496d32d7a000dac146b","2020-08-10 14:07:18","2020-08-10 14:07:53.889","2020-08-17 14:07:41"
"5f315504d32d7a00116be977","2020-08-10 14:09:08","2020-08-10 14:10:09.69","2020-08-24 14:10:06"
"5f3159ebd32d7a00103a6aa7","2020-08-10 14:30:03","2020-08-10 14:30:21.793","2020-08-17 14:30:19"
"5f315cc4d32d7a00113ed4a8","2020-08-10 14:42:12","2020-08-10 14:45:58.127","2020-08-17 15:50:54"
"5f315ef6d32d7a00144955d5","2020-08-10 14:51:34","2020-08-10 14:52:36.476","2020-08-17 14:52:34"
"5f316d6bd32d7a00102c3d00","2020-08-10 15:53:15","2020-08-10 15:53:49.874","2020-08-17 15:53:47"
"5f316f4cd32d7a001451345a","2020-08-10 16:01:17","2020-08-10 16:03:30.275","2020-08-17 17:08:25"
"5f317bc2d32d7a000d056090","2020-08-10 16:54:26","2020-08-10 16:56:48.889","2020-08-17 16:56:47"
"5f318374d32d7a000c495dc2","2020-08-10 17:27:16","2020-08-10 17:28:41.686","2020-08-17 17:28:38"
"5f318b40d32d7a000d0565bb","2020-08-10 18:00:32","2020-08-10 18:02:42.871","2020-08-17 20:06:05"
"5f31974ed32d7a000c3a7671","2020-08-10 18:51:58","2020-08-10 18:53:24.024","2020-08-17 18:53:19"
"5f319bded32d7a000d056bb8","2020-08-10 19:11:27","2020-08-10 19:12:38.917","2020-09-02 17:13:57"
"5f31a359d32d7a0010c51b14","2020-08-10 19:43:21","2020-08-10 19:44:01.013","2020-08-17 19:43:59"
"5f31ad8bd32d7a000c496c56","2020-08-10 20:26:51","2020-08-10 20:27:34.82","2020-08-17 20:27:29"
"5f31b09ad32d7a00102c51e8","2020-08-10 20:39:54","2020-08-10 20:42:40.864","2020-08-17 20:42:25"
"5f31b7bbd32d7a00104c535a","2020-08-10 21:10:19","2020-08-10 21:19:22.287","2020-08-17 22:24:19"
"5f31ba3fd32d7a00153ef05e","2020-08-10 21:21:03","2020-08-10 21:21:44.372","2020-08-17 22:26:42"
"5f31c149d32d7a001049763b","2020-08-10 21:51:05","2020-08-10 21:51:47.744","2020-08-17 21:51:45"
"5f31c322d32d7a00104c56b6","2020-08-10 21:58:58","2020-08-10 22:01:20.754","2020-08-17 23:06:18"
"5f31c639d32d7a0010497915","2020-08-10 22:12:09","2020-08-10 22:13:02.814","2020-08-17 22:13:00"
"5f31ccecd32d7a0010515229","2020-08-10 22:40:44","2020-08-10 22:41:08.17","2020-08-17 22:41:06"
"5f31d3e0d32d7a00104c5aab","2020-08-10 23:10:24","2020-08-10 23:11:29.124","2020-08-17 23:11:07"
"5f31dc45d32d7a00153efbbf","2020-08-10 23:46:13","2020-08-10 23:47:00.46","2020-08-17 23:46:57"
"5f31e389d32d7a000c497f8f","2020-08-11 00:17:13","2020-08-11 00:17:54.321","2020-08-18 00:17:52"
"5f31f598d32d7a0010c53683","2020-08-11 01:34:16","2020-08-11 18:39:36.787","2020-08-18 18:39:34"
"5f31fa2bd32d7a000c515ef6","2020-08-11 01:53:47","2020-08-11 01:55:27.957","2020-08-18 03:00:23"
