"book_id","title","author","categories"
"5713bffb5236f20007c16fbc","Selbstbetrachtungen","Mark Aurel","Philosophy"
"54746ea36161360009330000","Triumph of the City","Edward Glaeser","Economics"
"55e467152852cc000900009d","Superintelligence","Nick Bostrom","Science, Technology & the Future"
"52a6e3e73839360008200000","Getting to Yes","Roger Fisher, William Ury & Bruce Patton","Marketing & Sales, Communication Skills"
"5f2d332f6cee07000623080b","Die 1%-Methode","James Clear","Productivity, Personal Development"
"5ae3e826b238e100072ddf1f","The Future of Humanity","Michio Kaku","Science, Technology & the Future"
"57ee366d216b4e00033a7d80","Shoe Dog","Phil Knight","Biography & Memoir, Entrepreneurship"
"56cc51ea9bb21600070000b2","Modern Romance","Aziz Ansari and Erik Klinenberg","Sex & Relationships, Society & Culture"
"55b7eee83235390007e80000","10 Days to Faster Reading","The Princeton Language Institute and Abby Marks Beale","Productivity, Communication Skills"
"5945132fb238e10005eece75","Trumps Amerika – auf Kosten der Freiheit"," Josef Braml","Politics"
"593e91b0b238e10005ae41b6","Wie viel Bank braucht der Mensch?","Thomas Fricke","Economics"
"5b2ff989b238e10007cdd536","Move","Patty Azzarello","Management & Leadership"
"53a9a17133303600070c0000","Die Kraft des positiven Denkens","Norman Vincent Peale","Personal Development, Religion & Spirituality"
"58c6ad6c8d900300040725f3","The Upward Spiral","Alex Korb PhD","Psychology, Health & Nutrition"
"5e95b5386cee0700060a0dc1","Eine kurze Geschichte der Mathematik","Wolfgang Blum","Science, History"
"5971f942b238e1000570327c","This Is Your Brain on Parasites","Kathleen McAuliffe","Psychology, Science"
"5e1db1956cee070008a883a6","Cork Dork","Bianca Bosker","Personal Development, Health & Nutrition, Biography & Memoir"
"5f76e94b6cee07000602f1ad","Survival of the Friendliest","Brian Hare, Vanessa Wood","Psychology, Science, Society & Culture"
"5c866c606cee070007089a6c","Overworked and Overwhelmed","Scott Eblin","Productivity, Mindfulness & Happiness"
"5d9dd4ef6cee070008284d26","How to Be an Antiracist","Ibram X. Kendi","Society & Culture"
"5be30f376cee070007d42888","AI Superpowers","Kai-Fu Lee","Technology & the Future, Economics"
"59294106b238e10006000696","Quiet Leadership","Carlo Ancelotti mit Chris Brady und Mike Forde","Management & Leadership"
"55f6ec5629161a0009000133","Mach mal Platz im Kopf","Andy Puddicombe","Mindfulness & Happiness, Health & Nutrition"
"5a43af49b238e10006e1ad0d","The Inner Life of Animals","Peter Wohlleben","Nature & Environment"
"5eebed546cee070006f6a3fb","Radikalisierungsmaschinen","Julia Ebner","Technology & the Future, Politics"
"5eff36356cee070006b9c3a5","Charismatic Leadership","Kevin Murray","Management & Leadership"
"594eedbbb238e10005bb4888","Das Gen","Siddhartha Mukherjee","Science"
"587df18e850310000464e85e","Doing the Right Things Right","Laura Stack","Productivity, Management & Leadership"
"5e57da5b6cee070006f6966e","Digitale Ethik","Sarah Spiekermann","Technology & the Future, Society & Culture"
"59831a67b238e10005c4db9b","Der 5-Minuten-Coach","Bob Bates","Career & Success, Management & Leadership"
"542bfc2d6238310008180000","Steve Jobs","Walter Isaacson","Biography & Memoir, Entrepreneurship"
"5e1877c86cee0700089b4c0a","Bergauf mit Rückenwind","Kelly McGonigal","Personal Development"
"5b2fdf81b238e10007cdd50a","Sozialrevolution!","Börries Hornemann & Armin Steuernagel (Hrsg.)","Society & Culture"
"5e68e5356cee070006d37b37","Let It Go","Peter Walsh","Mindfulness & Happiness, Motivation & Inspiration"
"5d726c2c6cee07000897c449","Keep Going","Austin Kleon","Creativity"
"58ce63721714b70004eb6a68","Going Solo","Eric Klinenberg","Society & Culture"
"58ecb487511add00045ae2e2","121 First Dates","Wendy Newman","Sex & Relationships"
"591374feb238e10007a7545a","Pre-Suasion","Robert Cialdini","Marketing & Sales, Communication Skills"
"5ccf6f506cee070008f3faac","Muße","Ulrich Schnabel","Philosophy, Creativity"
"5d89ecf66cee0700095f1aa9","The Polymath","Waqas Ahmed","Education"
"56000472615cd100090000ee","Ask ","Ryan Levesque","Marketing & Sales, Entrepreneurship"
"56e6adc49854a50007000055","Navigieren in Zeiten des Umbruchs","Fredmund Malik","Management & Leadership"
"54292e8866656200086b0000","The Poisoner’s Handbook","Deborah Blum","Science, Biography & Memoir"
"5db094556cee070008d0b9cd","We Are the Weather","Jonathan Safran Foer","Nature & Environment"
"5ced4f436cee0700075a7477","Falter","Bill McKibben","Nature & Environment"
"5a1942bfb238e100065297ac","Überzeugt!","Jack Nasher","Communication Skills"
"54100f7b3635620008010000","Talk Like TED","Carmine Gallo","Communication Skills"
"5a09774eb238e100065bcc89","Glass House","Brian Alexander","Politics, History"
"54293c5466656200089f0000","Die Welt aus den Fugen","Peter Scholl-Latour","Politics"
"507d5d02e4b0ffeb06f2efab","Tipping Point","Malcolm Gladwell","Psychology, Marketing & Sales, Motivation & Inspiration"
"519de5f0e4b0a17389a8ac06","Leben statt kleben","Birgit Medele","Personal Development"
"5f929dc96cee070007038da3","The Peloponnesian War","Donald Kagan","History"
"5e20bc566cee0700073ab9e2","Ein Algorithmus hat kein Taktgefühl","Katharina Zweig","Technology & the Future"
"54a989016233320009260000","Virtual Freedom","Chris C. Ducker","Corporate Culture"
"54c64c4137323900091b0000","Hot Zone","Richard Preston","Nature & Environment, Health & Nutrition"
"577fb63bc088090003fe9eec","How We Live Now","Bella DePaulo ","Society & Culture"
"5c4e3aa06cee0700074da55b","Lost and Founder","Rand Fishkin","Entrepreneurship"
"5c968a626cee070008b872cf","Die Reise unserer Gene","Johannes Krause & Thomas Trappe","Science"
"5f4e171b6cee070006fa0a0f","The Mystery of the Exploding Teeth","Thomas Morris","Science, History"
"5f91497d6cee070007038a6c","His Truth Is Marching On","Jon Meacham and John Lewis","History, Biography & Memoir"
"559bc89d3966610007990000","Paid Attention","Faris Yakob","Marketing & Sales"
"5bf0520b6cee0700076f058f","Thirst","Scott Harrison","Society & Culture, Economics, Biography & Memoir"
"54cf82ed323335000a1b0000","Becoming the Boss","Lindsey Pollak","Career & Success, Management & Leadership"
"516bc3bee4b01b686deb9b23","Leading Change","John P. Kotter","Management & Leadership, Entrepreneurship"
"56f3bd352bf5b90007000071","Two Hours","Ed Caesar","Health & Nutrition, History"
"5e8798006cee0700065b50a9","Self-Compassion","Kristin Neff","Psychology, Mindfulness & Happiness, Personal Development"
"5534ffc06638630007b50000","Die Null-Grenzkosten-Gesellschaft","Jeremy Rifkin","Economics"
"5b9bcbc9862c43000758bbad","Die Prinzipien des Erfolgs","Ray Dalio","Career & Success, Management & Leadership"
"5bc87a636cee070007cc73be","Dare to Lead","Brené Brown","Personal Development, Career & Success, Management & Leadership"
"507d3364e4b0d102e5502f17","Wie man Freunde gewinnt","Dale Carnegie","Communication Skills, Career & Success"
"5c7faa8b6cee07000722a7a6","Aggression","Jesper Juul","Parenting"
"5756ff6c35484d00030a6094","Das egoistische Gen","Richard Dawkins","Science"
"5f8963556cee070007a86bc1","Doesn't Hurt to Ask","Trey Gowdy","Communication Skills"
"534d4abc6633610007190000","Word of Mouth Marketing","Andy Sernovitz","Marketing & Sales"
"5f905c6d6cee07000608d7ee","Untrue","Wednesday Martin","Science, Sex & Relationships"
"5e64dfe66cee070006a1dbb8","Happy Accidents","David Ahearn, Frank Ford, David Wilk","Personal Development, Career & Success"
"5d21171f6cee07000704d9c9","From Here to Financial Happiness","Jonathan Clements","Money & Investments"
"5c7253906cee070008ba658e","Travel as a Political Act","Rick Steves","Motivation & Inspiration, Politics"
"5bb94677862c43000775ed22","Das geheime Leben der Seele","Sabine Wery von Limont","Psychology, Health & Nutrition"
"5f5fdc6e6cee070006c639fa","Ein N**** darf nicht neben mir sitzen","David Mayonga & Nils Frenzel","Society & Culture, Biography & Memoir"
"5cfe56556cee070007f28040","Quantenwirtschaft","Anders Indset","Technology & the Future"
"543533856663620008960000","The Sleepwalkers","Christopher Clark","Politics, History"
"5950c336b238e10005bb4951","Jerusalem","Simon Sebag Montefiore","Politics, History"
"56cda6e774766a000700002e","Success Through a Positive Mental Attitude","Napoleon Hill","Mindfulness & Happiness, Career & Success"
"58b405fbafd1210004c15f64","What We Say Matters","Judith Hanson Lasater, Ike K. Lasater","Communication Skills"
"5cbcf0156cee070008bad28a","Why Don’t Students Like School?","Daniel T. Willingham","Education"
"5e9e209f6cee07000654df96","Starke Abwehr","Matt Richtel","Science, Health & Nutrition"
"59c8fcbab238e10005c201d7","What They Don’t Teach You at Harvard Business School","Mark H. McCormack","Education, Management & Leadership"
"572ef324a35db30003e6bded","The Nurture Assumption","Judith Rich Harris","Parenting"
"5f10bf806cee070006c1f65e","Resilient","Rick Hanson with Forrest Hanson","Mindfulness & Happiness, Personal Development"
"5b2ff607b238e10006f8a88f","First They Killed My Father","Loung Ung","Biography & Memoir"
"59db838eb238e10005594af1","Hit Makers","Derek Thompson","Society & Culture, Economics"
"5f43d5e66cee070006905ff9","Natives","Akala","Society & Culture, Biography & Memoir"
"534d52776633610007620000","How Brands Grow","Byron Sharp","Marketing & Sales"
"509b940ae4b02ab5b7387481","Blink!","Malcolm Gladwell","Psychology, Motivation & Inspiration"
"55d1dcc7688f670009000119","Doubt: A History","Jennifer Michael Hecht","Philosophy, History"
"5317114337646500087e0000","Mandela’s Way","Richard Stengel","Biography & Memoir"
"585912e797bebb0004627192","Managing Online Reputation","Charlie Pownall","Marketing & Sales"
"597f3718b238e1000508447e","Madness in Civilization","Andrew Scull","Psychology, History"
"54eaeeb4393366000a370000","The Idea-Driven Organization","Alan G. Robinson and Dean M. Schroeder","Corporate Culture, Management & Leadership"
"5c90d0ad6cee070007beb56a","Das gelungene Ich","Hans-Otto Thomashoff","Psychology, Personal Development"
"552bdff06466340007930000","What Every Angel Investor Wants You to Know","Brian S. Cohen and John Kador","Entrepreneurship"
"5799e050355cc30003d1fee7","A History of the World in 6 Glasses","Tom Standage","Society & Culture, History"
"588276811543940004f0e2d7","Changing the Subject","Sven Birkerts","Science, Technology & the Future"
"5a2dce56b238e10006427a2b","Die Psychologie der Untreue","Shirley Glass","Psychology, Sex & Relationships"
"5b9410bb862c430007fdf65c","Bad Blood","John Carreyrou","Entrepreneurship, Money & Investments, Technology & the Future, Biography & Memoir"
"54e36b5b303764000a420000","A Better World, Inc.","Alice Korngold","Marketing & Sales"
"50d7294be4b045383aa45e1e","Pitch Anything","Oren Klaff","Communication Skills, Entrepreneurship"
"56c068384f33cc0007000061","Anything You Want","Derek Sivers","Entrepreneurship"
"5d445f246cee07000859ea2b","We’re All Marketers","Nico De Bruyn","Marketing & Sales"
"5445278861613300086b0000","Awaken The Giant Within","Tony Robbins","Personal Development, Motivation & Inspiration"
"5bcc764b6cee07000720639d","Reinvent Yourself","James Altucher","Personal Development, Career & Success, Entrepreneurship"
"50cf166ce4b0921d8ef3b6ef","Where Good Ideas Come From","Steven Johnson","Creativity, Science"
"539ab7d43231350007010000","Wohlstand ohne Wachstum","Tim Jackson","Economics"
"5421391863656400081f0100","Naked Economics","Charles Wheelan","Economics"
"5b39b63ab238e10007ffd9c7","Eiszeit","Gabriele Krone-Schmalz","Politics"
"5bc716ae6cee0700078db116","OKR","John Doerr","Money & Investments, Corporate Culture, Management & Leadership"
"576bac11e0dd250003d615d0","The Seven Spiritual Laws of Success","Deepak Chopra","Religion & Spirituality, Career & Success"
"5e43600b6cee0700074fc78c","Berufsglück","Julia Glöer","Mindfulness & Happiness, Career & Success"
"58bd5e340d93aa00045b76dd","Better Living Through Criticism","A.O. Scott","Personal Development, Society & Culture"
"53c634713839340007960000","Wohlstand und Armut der Nationen","David S. Landes","Politics"
"53bcf64d63323400070c0000","The Blue Sweater","Jacqueline Novogratz","Society & Culture, Economics, Biography & Memoir"
"5f92a0e46cee070007038e1c","Make Change","Shaun King","Motivation & Inspiration, Biography & Memoir, Society & Culture"
"5717a5b53f35690007554e30","The Attacker’s Advantage","Ram Charan","Management & Leadership"
"5799e5ec355cc30003d1ff01","A Bigger Prize","Margaret Heffernan","Corporate Culture"
"566fe13dcf6aa30007000023","Causes of Rebellion in Waziristan","Khalid Aziz","Politics"
"53eb4a1436343300077d0000","Buddha’s Brain","Rick Hanson","Psychology, Mindfulness & Happiness, Religion & Spirituality"
"56fffca2840c420007000001","Sterblich sein","Atul Gawande","Science, Motivation & Inspiration"
"5d0103ac6cee070007f40de2","Frieden schließen mit dem Kind in uns","Michael Mary","Psychology"
"5eb5e9276cee070006fe5a24","Der Preis des Profits","Joseph Stiglitz","Economics, Politics"
"54eaeafd393366000a130000","Tipping Sacred Cows","Jake Breeden","Career & Success, Management & Leadership"
"584e7c1032275d000408ef7b","The Sex Myth","Rachel Hills","Science, Sex & Relationships, Society & Culture"
"53b6a57a3735610007000000","Umsatz extrem","Dirk Kreuter","Marketing & Sales"
"5dd7e6b66cee070008bc94b1","Das Slow-Grow-Prinzip","Svenja Hofert","Corporate Culture, Entrepreneurship"
"543e78833065650008660000","Small Giants","Bo Burlingham","Motivation & Inspiration"
"5404836e3663330008310000","The Miracle Morning","Hal Elrod","Personal Development"
